group,image_path,source_category,file_title,url,mime,width,height,bytes
characters,dataset/images\characters\d1748ba425ac87771746d2a67c92c4adb8d997d2.png,Category:Abigail images,File:Abigail Beach Blush.png,https://stardewvalleywiki.com/mediawiki/images/4/4a/Abigail_Beach_Blush.png,image/png,128,128,4318
characters,dataset/images\characters\7c5ba9243ec41325e38867470b3f5faed23975dc.png,Category:Alex images,File:Alex Gridball.png,https://stardewvalleywiki.com/mediawiki/images/6/69/Alex_Gridball.png,image/png,128,128,1683
characters,dataset/images\characters\702c23549211422521fab7dff4a452fe10950501.png,Category:Alex images,File:Alex Beach Blush.png,https://stardewvalleywiki.com/mediawiki/images/9/9f/Alex_Beach_Blush.png,image/png,128,128,4423
characters,dataset/images\characters\38918e353f14d87339c74390085faf75992c8f5f.png,Category:Alex images,File:Alex Winter 10.png,https://stardewvalleywiki.com/mediawiki/images/b/bb/Alex_Winter_10.png,image/png,128,128,1755
characters,dataset/images\characters\11c08ca07cae887e843f64dc5d7285b1b720da1a.png,Category:Abigail images,File:Abigail Beach Annoyed.png,https://stardewvalleywiki.com/mediawiki/images/f/f1/Abigail_Beach_Annoyed.png,image/png,128,128,4324
characters,dataset/images\characters\aff37198bb20d0aa78e56ce440403cc9ca523825.png,Category:Alex images,File:Alex Eating.png,https://stardewvalleywiki.com/mediawiki/images/c/c3/Alex_Eating.png,image/png,128,128,1490
characters,dataset/images\characters\0bbf3b605b83aa24d73e9d5ba1d543ea8127a4a8.png,Category:Alex images,File:Alex Beach Surprised.png,https://stardewvalleywiki.com/mediawiki/images/b/b9/Alex_Beach_Surprised.png,image/png,128,128,4445
characters,dataset/images\characters\f68e71d087355951ee19cfa48a5396e52ba6c668.png,Category:Alex images,File:Alex Beach Happy.png,https://stardewvalleywiki.com/mediawiki/images/c/c0/Alex_Beach_Happy.png,image/png,128,128,1333
characters,dataset/images\characters\b93ccea082fcab5bbfc13510c021caafb9f3cf5e.png,Category:Abigail images,File:Abigail.png,https://stardewvalleywiki.com/mediawiki/images/8/88/Abigail.png,image/png,128,128,1385
characters,dataset/images\characters\4a881084c27c980c9a2b9d4460ea70fe70b6aedb.png,Category:Abigail images,File:Abigail Annoyed.png,https://stardewvalleywiki.com/mediawiki/images/7/70/Abigail_Annoyed.png,image/png,128,128,1414
characters,dataset/images\characters\459cb9589a0178c59ba98fe52c477eb8390b048d.png,Category:Caroline images,File:Caroline Beach Concerned.png,https://stardewvalleywiki.com/mediawiki/images/0/06/Caroline_Beach_Concerned.png,image/png,128,128,1304
characters,dataset/images\characters\6844826de2f80228dac28de8868d15d35cecb473.png,Category:Alex images,File:Alex Neutral.png,https://stardewvalleywiki.com/mediawiki/images/d/d4/Alex_Neutral.png,image/png,128,128,1400
characters,dataset/images\characters\06bb218c2d95534a59687da314f94db29bf7868a.png,Category:Alex images,File:Alex Beach Neutral.png,https://stardewvalleywiki.com/mediawiki/images/0/07/Alex_Beach_Neutral.png,image/png,128,128,4380
characters,dataset/images\characters\1d7f320cc8f1fd3458c9e78755454f40b35d51fc.png,Category:Alex images,File:Dusty3.png,https://stardewvalleywiki.com/mediawiki/images/d/d3/Dusty3.png,image/png,220,349,7277
characters,dataset/images\characters\b6e5967cb7e840fbc585ba5f63b3b7eec63c41b9.png,Category:Abigail images,File:Abigail-sprite-sheet.png,https://stardewvalleywiki.com/mediawiki/images/7/71/Abigail-sprite-sheet.png,image/png,64,448,18957
characters,dataset/images\characters\4a913c1ad35d5a48159a684e8674edf2ee1b223b.png,Category:NPC images,File:Witch Icon.png,https://stardewvalleywiki.com/mediawiki/images/6/6e/Witch_Icon.png,image/png,32,32,452
characters,dataset/images\characters\f7b263b9a0d1fd963c65e0f546e40b98b5d83637.png,Category:Abigail images,File:Abigail Timeline.png,https://stardewvalleywiki.com/mediawiki/images/6/64/Abigail_Timeline.png,image/png,1284,301,20016
characters,dataset/images\characters\18231cd26aaf7eff0895cd0c6a9e58db760e5c49.png,Category:Alex images,File:Alex's Locker KO.png,https://stardewvalleywiki.com/mediawiki/images/6/6f/Alex%27s_Locker_KO.png,image/png,989,819,225151
characters,dataset/images\characters\308f3dd7ef30cdc58e75bfaf818c03f4bb7457b0.gif,Category:Abigail images,File:Abigail-Dev Update 12.gif,https://stardewvalleywiki.com/mediawiki/images/f/ff/Abigail-Dev_Update_12.gif,image/gif,64,128,6083
characters,dataset/images\characters\e6dc5bfff42d5d040eaf5655164f3f33b44ad1e6.png,Category:NPC images,File:Villager Placeholder.png,https://stardewvalleywiki.com/mediawiki/images/2/29/Villager_Placeholder.png,image/png,128,128,769
characters,dataset/images\characters\a5f09dbcd2f17b9d0f370aad07d5febb56e86e1c.jpg,Category:Abigail images,File:Abigail's locker.jpg,https://stardewvalleywiki.com/mediawiki/images/7/78/Abigail%27s_locker.jpg,image/jpeg,1160,1080,203941
characters,dataset/images\characters\05f8fd3ef0f680ce3e11367738bc0496ca309786.png,Category:NPC images,File:Trash Bear.png,https://stardewvalleywiki.com/mediawiki/images/5/5d/Trash_Bear.png,image/png,105,159,1614
characters,dataset/images\characters\7c3d6b000daf126c4b2f11bb634f98a1d6796226.png,Category:Alex images,File:Alex Blush.png,https://stardewvalleywiki.com/mediawiki/images/2/28/Alex_Blush.png,image/png,128,128,1390
characters,dataset/images\characters\44f206f49f58f35e157eb141f76e4804cf6e749c.png,Category:Alex images,File:Alex Icon.png,https://stardewvalleywiki.com/mediawiki/images/7/73/Alex_Icon.png,image/png,32,32,228
characters,dataset/images\characters\298e4af7465ef190c19dbdc9ffe62c57a238785f.png,Category:Abigail images,File:Abigail Beach Concerned.png,https://stardewvalleywiki.com/mediawiki/images/e/ea/Abigail_Beach_Concerned.png,image/png,128,128,1426
characters,dataset/images\characters\fa9e63a0a663c39fec47c95c921f1ce2c387aef2.png,Category:Caroline images,File:Caroline Beach Happy.png,https://stardewvalleywiki.com/mediawiki/images/6/6d/Caroline_Beach_Happy.png,image/png,128,128,1371
characters,dataset/images\characters\9a3009ea24d4af8ae656bb2c7a6b63e1d352ec8f.png,Category:Abigail images,File:Abigail's locker ZH.png,https://stardewvalleywiki.com/mediawiki/images/4/43/Abigail%27s_locker_ZH.png,image/png,809,683,140110
characters,dataset/images\characters\0935777e211d4d049ca2adced33cd77f7af6d5f7.png,Category:Alex images,File:Alex Happy.png,https://stardewvalleywiki.com/mediawiki/images/4/47/Alex_Happy.png,image/png,128,128,1351
characters,dataset/images\characters\957578dcc7b4117c26de731032026cde09801704.jpg,Category:Alex images,File:AlexGridball.jpeg,https://stardewvalleywiki.com/mediawiki/images/a/ae/AlexGridball.jpeg,image/jpeg,340,269,41778
characters,dataset/images\characters\6bd4334504e5b1eb26a443b8873580ef40c24cd1.png,Category:Alex images,File:Alex.png,https://stardewvalleywiki.com/mediawiki/images/0/04/Alex.png,image/png,128,128,1401
characters,dataset/images\characters\6c9d74ab7308a6c1024395cb9608b30de31f43fe.jpg,Category:Abigail images,File:Abigail's locker TR.jpg,https://stardewvalleywiki.com/mediawiki/images/3/39/Abigail%27s_locker_TR.jpg,image/jpeg,952,661,309486
characters,dataset/images\characters\5c2bf68966977fcb26e366c1d4cddba0277bfa82.png,Category:Alex images,File:Alex Workout.png,https://stardewvalleywiki.com/mediawiki/images/0/09/Alex_Workout.png,image/png,128,128,1212
characters,dataset/images\characters\c321cf16a0e4ecd6c35da57495d53711976ef9ee.png,Category:Abigail images,File:Abigail Thinking.png,https://stardewvalleywiki.com/mediawiki/images/9/94/Abigail_Thinking.png,image/png,128,128,1373
characters,dataset/images\characters\a705a24403cd3054a4bb9edb081a8230a59f1057.png,Category:Abigail images,File:Emojis154.png,https://stardewvalleywiki.com/mediawiki/images/4/47/Emojis154.png,image/png,63,63,31488
characters,dataset/images\characters\189eb5f9c292f40dc141cdff99e9d45bb92aee31.png,Category:Abigail images,File:Abigail's locker KO.png,https://stardewvalleywiki.com/mediawiki/images/6/6a/Abigail%27s_locker_KO.png,image/png,839,819,210555
characters,dataset/images\characters\fdbfda417c7413bacc1a1a4f001a64e456a8d7c2.png,Category:Alex images,File:Alex Concerned.png,https://stardewvalleywiki.com/mediawiki/images/2/2c/Alex_Concerned.png,image/png,128,128,1389
characters,dataset/images\characters\2cb2879bbb3228731e49f7708b6865efd997101d.png,Category:Abigail images,File:Abigail Surprised.png,https://stardewvalleywiki.com/mediawiki/images/7/7c/Abigail_Surprised.png,image/png,128,128,1472
characters,dataset/images\characters\7549eab8c27742158feee189a6f6023b56d13efe.jpg,Category:Abigail images,File:Abigail's locker ES.jpg,https://stardewvalleywiki.com/mediawiki/images/d/d9/Abigail%27s_locker_ES.jpg,image/jpeg,709,600,97002
characters,dataset/images\characters\54d51fa7b70f5940f7e131e6564f46c165edb456.png,Category:Caroline images,File:Caroline Happy.png,https://stardewvalleywiki.com/mediawiki/images/3/3b/Caroline_Happy.png,image/png,128,128,1288
characters,dataset/images\characters\bcff01ab291a08d7d4f03d958505bf6e39e6dc45.png,Category:Abigail images,File:Abigail Spouse Room.png,https://stardewvalleywiki.com/mediawiki/images/c/cd/Abigail_Spouse_Room.png,image/png,191,287,6734
characters,dataset/images\characters\baf2c913fc59a6aabcfa57c88b19d3b297ff5240.png,Category:Abigail images,File:Abigail Winter 09.png,https://stardewvalleywiki.com/mediawiki/images/b/b6/Abigail_Winter_09.png,image/png,128,128,1516
characters,dataset/images\characters\2a73505826a9b0b384b06853c05f8f394cc53abf.png,Category:NPC images,File:Answering Machine.png,https://stardewvalleywiki.com/mediawiki/images/c/cb/Answering_Machine.png,image/png,128,128,947
characters,dataset/images\characters\6fda1a75421d45b08093c1e9c204c1cdf4c9572f.png,Category:Abigail images,File:Abigail Neutral.png,https://stardewvalleywiki.com/mediawiki/images/4/4c/Abigail_Neutral.png,image/png,128,128,1393
characters,dataset/images\characters\c916b675cec6680d5331117aa5571e880d90fbb9.png,Category:Abigail images,File:Marriage abigail.png,https://stardewvalleywiki.com/mediawiki/images/b/b9/Marriage_abigail.png,image/png,673,655,112218
characters,dataset/images\characters\0199120dc62163529e7d9839092e45e96e1005ce.png,Category:Alex images,File:Alex Workout Concerned.png,https://stardewvalleywiki.com/mediawiki/images/7/76/Alex_Workout_Concerned.png,image/png,128,128,1196
characters,dataset/images\characters\d12e1b2c7edf47e78c5b23beeec80fe1d457ed86.png,Category:Caroline images,File:Caroline Beach Neutral.png,https://stardewvalleywiki.com/mediawiki/images/0/0c/Caroline_Beach_Neutral.png,image/png,128,128,1296
characters,dataset/images\characters\32eac4d602a4abbc49edd280b649f4a871ee15e4.png,Category:Alex images,File:Alex Winter 02.png,https://stardewvalleywiki.com/mediawiki/images/5/57/Alex_Winter_02.png,image/png,128,128,1593
characters,dataset/images\characters\b38532bddb57c709e5a6f474646f97d87ebf5f6a.png,Category:Alex images,File:Alex Beach Annoyed.png,https://stardewvalleywiki.com/mediawiki/images/2/25/Alex_Beach_Annoyed.png,image/png,128,128,4352
characters,dataset/images\characters\2bebcbac18a5dfa37365427b54071e79a3188449.png,Category:Abigail images,File:Abigail Winter 08.png,https://stardewvalleywiki.com/mediawiki/images/2/21/Abigail_Winter_08.png,image/png,128,128,1542
characters,dataset/images\characters\dfd83683e6a19789d4d835b95a169e4201e34c1f.png,Category:Alex images,File:Emojis160.png,https://stardewvalleywiki.com/mediawiki/images/a/a2/Emojis160.png,image/png,63,63,31530
characters,dataset/images\characters\2ebdc82b1ff224ab13d84d7918ebf9dc0031890c.png,Category:Abigail images,File:Abigail Icon.png,https://stardewvalleywiki.com/mediawiki/images/6/63/Abigail_Icon.png,image/png,32,32,320
characters,dataset/images\characters\210d8b846ff23338c5f23635d31e9c187defd834.png,Category:NPC images,File:Junimo Icon.png,https://stardewvalleywiki.com/mediawiki/images/b/b3/Junimo_Icon.png,image/png,48,48,628
characters,dataset/images\characters\eeac575f5915cff0d50cf2290606bd70d64fb8eb.jpg,Category:Alex images,File:Alex Workout Area.jpg,https://stardewvalleywiki.com/mediawiki/images/7/7f/Alex_Workout_Area.jpg,image/jpeg,347,282,179163
characters,dataset/images\characters\d223d03e8c52145dac54e20f0ba6808d3a312537.png,Category:NPC images,File:Mermaid.png,https://stardewvalleywiki.com/mediawiki/images/6/66/Mermaid.png,image/png,84,117,829
characters,dataset/images\characters\fd16a1303a8b5d39ab2dc4ec117891f777749c5b.png,Category:NPC images,File:Bouncer.png,https://stardewvalleywiki.com/mediawiki/images/f/f5/Bouncer.png,image/png,128,128,739
characters,dataset/images\characters\0941ed95615658d109a802e7459a436d48244d3e.png,Category:NPC images,File:Desert Trader Icon.png,https://stardewvalleywiki.com/mediawiki/images/e/ed/Desert_Trader_Icon.png,image/png,38,38,372
characters,dataset/images\characters\9ad9c11e89aab918fee1b1c0aa5626343b8a4829.png,Category:Abigail images,File:Abigail Happy.png,https://stardewvalleywiki.com/mediawiki/images/4/43/Abigail_Happy.png,image/png,128,128,1368
characters,dataset/images\characters\d7b4f9c980300deae3d2854fa50292ac62cfaed4.png,Category:Birdie images,File:Birdie Happy.png,https://stardewvalleywiki.com/mediawiki/images/5/54/Birdie_Happy.png,image/png,128,128,1749
characters,dataset/images\characters\644b530cb8e9d618d03e2af7d7fe36227d9ba1d3.png,Category:Abigail images,File:Abigailflute.PNG,https://stardewvalleywiki.com/mediawiki/images/0/03/Abigailflute.PNG,image/png,303,202,181840
characters,dataset/images\characters\653e5ed86cee67441f93137827b3d56b9ee88068.png,Category:Abigail images,File:Abigail Concerned.png,https://stardewvalleywiki.com/mediawiki/images/4/47/Abigail_Concerned.png,image/png,128,128,1390
characters,dataset/images\characters\bd15f46ab095a1b49b37ca92166a0d507bd63c77.png,Category:Abigail images,File:Abigail Winter 07.png,https://stardewvalleywiki.com/mediawiki/images/1/15/Abigail_Winter_07.png,image/png,128,128,1619
characters,dataset/images\characters\ff03d7158a5035bb29d591a8341b802d5b2ac28a.png,Category:Birdie images,File:Birdie Icon.png,https://stardewvalleywiki.com/mediawiki/images/9/97/Birdie_Icon.png,image/png,32,32,369
characters,dataset/images\characters\b640ff9a7e59382de7127fc8019085ca13b41262.png,Category:Caroline images,File:Caroline Concerned.png,https://stardewvalleywiki.com/mediawiki/images/0/00/Caroline_Concerned.png,image/png,128,128,1233
characters,dataset/images\characters\1cc7f12c842e1dc6fd902651e54c09eee6cabac7.png,Category:Abigail images,File:Modding - creating an XNB mod - example portraits.png,https://stardewvalleywiki.com/mediawiki/images/a/a9/Modding_-_creating_an_XNB_mod_-_example_portraits.png,image/png,128,320,41499
characters,dataset/images\characters\864ff36f2ca8402ba72b53c3ceca73cefcc6c00d.png,Category:Alex images,File:Alex Timeline.png,https://stardewvalleywiki.com/mediawiki/images/c/c9/Alex_Timeline.png,image/png,792,274,12437
characters,dataset/images\characters\bed06bbda43ed538c228f9932ee8a9ace1f31a3a.png,Category:Caroline images,File:Caroline Icon.png,https://stardewvalleywiki.com/mediawiki/images/d/d4/Caroline_Icon.png,image/png,32,32,235
characters,dataset/images\characters\bb739318b822b9d093b202baca791d2d0308a6c3.jpg,Category:Alex images,File:Alex's Locker ES.jpg,https://stardewvalleywiki.com/mediawiki/images/3/32/Alex%27s_Locker_ES.jpg,image/jpeg,709,600,95305
characters,dataset/images\characters\3be9b626f0672db30fd2ca8a955d3c94d1373310.png,Category:Abigail images,File:Abigail Blush.png,https://stardewvalleywiki.com/mediawiki/images/b/bf/Abigail_Blush.png,image/png,128,128,1442
characters,dataset/images\characters\c9588d5078753b63d648c21666c4d8c435856ecb.png,Category:Abigail images,File:Abigail Winter 06.png,https://stardewvalleywiki.com/mediawiki/images/c/c1/Abigail_Winter_06.png,image/png,128,128,1553
characters,dataset/images\characters\162e27bb5fa9942f86813ad831d68d6c7c96c0b9.png,Category:NPC images,File:Raccoon Icon.png,https://stardewvalleywiki.com/mediawiki/images/5/5e/Raccoon_Icon.png,image/png,58,58,378
characters,dataset/images\characters\259bc9fc6cef99d7e6f7b7facb38ed29d699c633.png,Category:NPC images,File:Kel.png,https://stardewvalleywiki.com/mediawiki/images/b/ba/Kel.png,image/png,213,87,950
characters,dataset/images\characters\7ba73fa2d437a586c4a866d5871b1ed48629a21f.png,Category:Alex images,File:Alex Winter 01.png,https://stardewvalleywiki.com/mediawiki/images/1/1d/Alex_Winter_01.png,image/png,128,128,1554
characters,dataset/images\characters\b3de5a91f74d8737642e584737642893ec99522c.png,Category:NPC images,File:Island Trader Icon.png,https://stardewvalleywiki.com/mediawiki/images/3/32/Island_Trader_Icon.png,image/png,32,32,583
characters,dataset/images\characters\f8f43dff43ae29a5f0b56fdeb16f0a29af6d00c6.png,Category:Abigail images,File:Abigail Beach.png,https://stardewvalleywiki.com/mediawiki/images/c/cd/Abigail_Beach.png,image/png,128,128,1435
characters,dataset/images\characters\8a96ae86d44c3c88448421ccd6a44e58f86922d3.png,Category:NPC images,File:Abandoned House Icon.png,https://stardewvalleywiki.com/mediawiki/images/2/24/Abandoned_House_Icon.png,image/png,32,32,280
characters,dataset/images\characters\adaf20206d3dbb3b550ba426b23d354838e62429.jpg,Category:Alex images,File:Alex's Locker.jpg,https://stardewvalleywiki.com/mediawiki/images/f/ff/Alex%27s_Locker.jpg,image/jpeg,1277,1080,220392
characters,dataset/images\characters\fe22cd0385235ce57c64e13c05ae8a5013539ac0.png,Category:Abigail images,File:Abigail Winter 05.png,https://stardewvalleywiki.com/mediawiki/images/f/f5/Abigail_Winter_05.png,image/png,128,128,1569
characters,dataset/images\characters\4bca2bc4d230e00d60dd063e4d9bf2b3f737fef5.png,Category:Alex images,File:Alex Winter 07.png,https://stardewvalleywiki.com/mediawiki/images/6/64/Alex_Winter_07.png,image/png,128,128,1607
characters,dataset/images\characters\5404aa1326a3942ab72b18371544b6054fa00169.png,Category:Abigail images,File:Abigail Beach Thinking.png,https://stardewvalleywiki.com/mediawiki/images/e/e1/Abigail_Beach_Thinking.png,image/png,128,128,4171
characters,dataset/images\characters\22314f513a10912e6da5ec0c89e6bf09eff36c92.png,Category:Abigail images,File:Abigail Winter 04.png,https://stardewvalleywiki.com/mediawiki/images/7/7e/Abigail_Winter_04.png,image/png,128,128,1601
characters,dataset/images\characters\8b4d0bc37398b515fbe7edb121146fc4eb1302e2.png,Category:Caroline images,File:Caroline Beach.png,https://stardewvalleywiki.com/mediawiki/images/d/d3/Caroline_Beach.png,image/png,128,128,1317
characters,dataset/images\characters\832836dc12ed2cc110cff904caee9a93742836be.png,Category:Birdie images,File:Birdie Sad.png,https://stardewvalleywiki.com/mediawiki/images/2/2d/Birdie_Sad.png,image/png,128,128,1707
characters,dataset/images\characters\414f382d2e8e21c5b03486d87663884dba632758.png,Category:NPC images,File:JunimoHutHarvestButton.png,https://stardewvalleywiki.com/mediawiki/images/2/21/JunimoHutHarvestButton.png,image/png,96,48,699
characters,dataset/images\characters\879bbb12d595b06c3bccd39b7b1dbab1e4cb0498.png,Category:Alex images,File:Alex Annoyed.png,https://stardewvalleywiki.com/mediawiki/images/5/55/Alex_Annoyed.png,image/png,128,128,1376
characters,dataset/images\characters\649f608d9fb4f2ce70b3398fe94a12e77f0bdb0c.png,Category:Alex images,File:Alex Winter 03.png,https://stardewvalleywiki.com/mediawiki/images/b/b8/Alex_Winter_03.png,image/png,128,128,1668
characters,dataset/images\characters\b378c036253c1576049e8b20fc81d6173831cf74.png,Category:Abigail images,File:Abigail Beach Surprised.png,https://stardewvalleywiki.com/mediawiki/images/4/4c/Abigail_Beach_Surprised.png,image/png,128,128,4752
characters,dataset/images\characters\183a2d4252f39071a602fdaae7692e4c869709fe.png,Category:Abigail images,File:Abigail Winter 03.png,https://stardewvalleywiki.com/mediawiki/images/c/c6/Abigail_Winter_03.png,image/png,128,128,1524
characters,dataset/images\characters\df51b5d5900bbe86f1ed606f4f26e27312cb8648.png,Category:Caroline images,File:Caroline Neutral.png,https://stardewvalleywiki.com/mediawiki/images/5/56/Caroline_Neutral.png,image/png,128,128,1233
characters,dataset/images\characters\4aede9d9fbb1c5b96cc2a61f25b509cedc868e83.png,Category:Caroline images,File:Caroline Winter 00.png,https://stardewvalleywiki.com/mediawiki/images/e/e9/Caroline_Winter_00.png,image/png,128,128,1412
characters,dataset/images\characters\cf19d95090264e156447d9e83681632552442f61.png,Category:Caroline images,File:Caroline Winter 02.png,https://stardewvalleywiki.com/mediawiki/images/c/cb/Caroline_Winter_02.png,image/png,128,128,1425
characters,dataset/images\characters\79419c7306a82eccc45d58135ff86713dcc053b8.png,Category:Caroline images,File:Caroline Winter 03.png,https://stardewvalleywiki.com/mediawiki/images/3/3f/Caroline_Winter_03.png,image/png,128,128,1415
characters,dataset/images\characters\c0f5d782d66ab8fb0283ada3b952a0598fd4b824.png,Category:Caroline images,File:Caroline.png,https://stardewvalleywiki.com/mediawiki/images/8/87/Caroline.png,image/png,128,128,1258
characters,dataset/images\characters\88f5aea3dbcaa1701ef08cc5f80f205bbe64619c.jpg,Category:Alex images,File:Alex's Locker TR.jpg,https://stardewvalleywiki.com/mediawiki/images/9/97/Alex%27s_Locker_TR.jpg,image/jpeg,1318,791,407818
characters,dataset/images\characters\cc653425cff05c77d18a2dc84bb2b977dc0de89a.png,Category:Alex images,File:Alex's locker ZH.png,https://stardewvalleywiki.com/mediawiki/images/2/20/Alex%27s_locker_ZH.png,image/png,990,950,173248
characters,dataset/images\characters\cedec356712805b072dc24448dfda83e2f296079.png,Category:Child images,File:Child Stage 1.png,https://stardewvalleywiki.com/mediawiki/images/f/f0/Child_Stage_1.png,image/png,192,216,1747
characters,dataset/images\characters\0530ddbf8787a2aba18076c566beb215d85de2b5.png,Category:Caroline images,File:Caroline Winter 01.png,https://stardewvalleywiki.com/mediawiki/images/c/c0/Caroline_Winter_01.png,image/png,128,128,1479
characters,dataset/images\characters\32d44927538d67c4bdc1308857485659ceab8019.png,Category:Child images,File:Child Stage 2.png,https://stardewvalleywiki.com/mediawiki/images/e/e7/Child_Stage_2.png,image/png,192,216,1768
characters,dataset/images\characters\30764364629a9595ab266bc1e5196b0ba7277401.png,Category:Caroline images,File:Emojis169.png,https://stardewvalleywiki.com/mediawiki/images/c/c2/Emojis169.png,image/png,63,63,31505
characters,dataset/images\characters\a09b04ae5b6f2f4c608b8aa38c40ef81fc638337.png,Category:Clint images,File:Clint Annoyed.png,https://stardewvalleywiki.com/mediawiki/images/8/89/Clint_Annoyed.png,image/png,128,128,1432
characters,dataset/images\characters\f2278566d9f6bf0742d3ee213bb5ee5219c75e44.png,Category:Clint images,File:Clint Beach Annoyed.png,https://stardewvalleywiki.com/mediawiki/images/2/29/Clint_Beach_Annoyed.png,image/png,128,128,1263
characters,dataset/images\characters\1638ae038ed4c131e9925bedf4b7e966232eb603.png,Category:Clint images,File:Clint Beach Concerned.png,https://stardewvalleywiki.com/mediawiki/images/7/77/Clint_Beach_Concerned.png,image/png,128,128,1263
characters,dataset/images\characters\34d35d5fc3409dfbf1a44a493f67a966ee0b8e24.png,Category:Child images,File:Child Stage 3.png,https://stardewvalleywiki.com/mediawiki/images/d/d4/Child_Stage_3.png,image/png,192,216,1984
characters,dataset/images\characters\5cbff59ca7305f05b85799c5ac826a61b32f1a95.png,Category:Clint images,File:Clint Beach.png,https://stardewvalleywiki.com/mediawiki/images/f/f4/Clint_Beach.png,image/png,128,128,1255
characters,dataset/images\characters\7c18180a0630ff2c11b88a820f44e084398a5b6e.png,Category:Child images,File:ToddlerComposite.png,https://stardewvalleywiki.com/mediawiki/images/0/0c/ToddlerComposite.png,image/png,228,80,2184
characters,dataset/images\characters\1e748eb88daf10ffb9a80b5e11c1275549b284e5.png,Category:Clint images,File:Clint Dress Up.png,https://stardewvalleywiki.com/mediawiki/images/e/e4/Clint_Dress_Up.png,image/png,128,128,1272
characters,dataset/images\characters\14cf2b3a50edb82cb992296ab03f23525acdcf5a.png,Category:Clint images,File:Clint Dress Up 2.png,https://stardewvalleywiki.com/mediawiki/images/8/83/Clint_Dress_Up_2.png,image/png,128,128,1247
characters,dataset/images\characters\8d5a1eb7559a435439158bb3074194bec18af5e4.png,Category:Clint images,File:Clint Concerned.png,https://stardewvalleywiki.com/mediawiki/images/1/10/Clint_Concerned.png,image/png,128,128,1428
characters,dataset/images\characters\22698c0515cccdb39662fbe4c279596d06a1ad1f.png,Category:Clint images,File:Clint Happy.png,https://stardewvalleywiki.com/mediawiki/images/8/8f/Clint_Happy.png,image/png,128,128,1402
characters,dataset/images\characters\7d5ad617c24c5f695c76dcd1a89971ed39e3db30.png,Category:Clint images,File:Clint Joja Cola.png,https://stardewvalleywiki.com/mediawiki/images/6/6d/Clint_Joja_Cola.png,image/png,128,128,1562
characters,dataset/images\characters\249562ea8090e0bab23f265cb8506851c93e7ac9.png,Category:Clint images,File:Clint Icon.png,https://stardewvalleywiki.com/mediawiki/images/7/74/Clint_Icon.png,image/png,32,32,230
