image_path,source_category,file_title,url,orig_mime,orig_width,orig_height,orig_bytes
dataset/images_48\-8731703310776002856.png,Category:Springobjects images,File:Springobjects114.png,https://stardewvalleywiki.com/mediawiki/images/4/4e/Springobjects114.png,image/png,48,48,225
dataset/images_48\3825404727040072059.png,Category:Springobjects images,File:Springobjects133.png,https://stardewvalleywiki.com/mediawiki/images/3/36/Springobjects133.png,image/png,48,48,243
dataset/images_48\-4428526680658255135.png,Category:Springobjects images,File:Springobjects135.png,https://stardewvalleywiki.com/mediawiki/images/e/e0/Springobjects135.png,image/png,48,48,355
dataset/images_48\-1661023744646384542.png,Category:Springobjects images,File:Springobjects134.png,https://stardewvalleywiki.com/mediawiki/images/7/79/Springobjects134.png,image/png,48,48,230
dataset/images_48\-5202956771362213538.png,Category:Springobjects images,File:Springobjects175.png,https://stardewvalleywiki.com/mediawiki/images/a/a3/Springobjects175.png,image/png,48,48,282
dataset/images_48\-2576716011564133949.png,Category:Springobjects images,File:Springobjects177.png,https://stardewvalleywiki.com/mediawiki/images/e/ea/Springobjects177.png,image/png,48,48,258
dataset/images_48\-5565365646472243355.png,Category:Springobjects images,File:Springobjects179.png,https://stardewvalleywiki.com/mediawiki/images/4/4b/Springobjects179.png,image/png,48,48,359
dataset/images_48\2194990353138355177.png,Category:Springobjects images,File:Springobjects181.png,https://stardewvalleywiki.com/mediawiki/images/9/94/Springobjects181.png,image/png,48,48,263
dataset/images_48\-3656186321471058736.png,Category:Springobjects images,File:Springobjects183.png,https://stardewvalleywiki.com/mediawiki/images/9/99/Springobjects183.png,image/png,48,48,308
dataset/images_48\8809409068167992495.png,Category:Springobjects images,File:Springobjects187.png,https://stardewvalleywiki.com/mediawiki/images/3/3e/Springobjects187.png,image/png,48,48,281
dataset/images_48\5837882843563450425.png,Category:Springobjects images,File:Springobjects185.png,https://stardewvalleywiki.com/mediawiki/images/6/6e/Springobjects185.png,image/png,48,48,288
dataset/images_48\-7651496058299801170.png,Category:Springobjects images,File:Springobjects249.png,https://stardewvalleywiki.com/mediawiki/images/b/b2/Springobjects249.png,image/png,48,48,327
dataset/images_48\-7368017753817113374.png,Category:Springobjects images,File:Springobjects189.png,https://stardewvalleywiki.com/mediawiki/images/b/bb/Springobjects189.png,image/png,48,48,277
dataset/images_48\-2471388709867894754.png,Category:Springobjects images,File:Springobjects255.png,https://stardewvalleywiki.com/mediawiki/images/1/1d/Springobjects255.png,image/png,48,48,342
dataset/images_48\-6914747699222889968.png,Category:Springobjects images,File:Springobjects081.png,https://stardewvalleywiki.com/mediawiki/images/5/5a/Springobjects081.png,image/png,48,48,290
dataset/images_48\586182523114519274.png,Category:Springobjects images,File:Springobjects263.png,https://stardewvalleywiki.com/mediawiki/images/3/3d/Springobjects263.png,image/png,48,48,305
dataset/images_48\1281105946696568423.png,Category:Springobjects images,File:Springobjects294.png,https://stardewvalleywiki.com/mediawiki/images/5/53/Springobjects294.png,image/png,48,48,505
dataset/images_48\2333174907482500074.png,Category:Springobjects images,File:Springobjects295.png,https://stardewvalleywiki.com/mediawiki/images/b/b0/Springobjects295.png,image/png,48,48,568
dataset/images_48\-4886768647151278517.png,Category:Springobjects images,File:Springobjects285.png,https://stardewvalleywiki.com/mediawiki/images/8/83/Springobjects285.png,image/png,48,48,311
dataset/images_48\-2416685157474068341.png,Category:Springobjects images,File:Springobjects312.png,https://stardewvalleywiki.com/mediawiki/images/d/d4/Springobjects312.png,image/png,48,48,445
dataset/images_48\-4468871278437367427.png,Category:Springobjects images,File:Springobjects314.png,https://stardewvalleywiki.com/mediawiki/images/9/9e/Springobjects314.png,image/png,48,48,641
dataset/images_48\5060161364958182110.png,Category:Springobjects images,File:Springobjects313.png,https://stardewvalleywiki.com/mediawiki/images/7/79/Springobjects313.png,image/png,48,48,646
dataset/images_48\-9015174616467178436.png,Category:Springobjects images,File:Springobjects315.png,https://stardewvalleywiki.com/mediawiki/images/1/15/Springobjects315.png,image/png,48,48,600
dataset/images_48\4715816949320040333.png,Category:Springobjects images,File:Springobjects318.png,https://stardewvalleywiki.com/mediawiki/images/6/6f/Springobjects318.png,image/png,48,48,571
dataset/images_48\-1832977933933225150.png,Category:Springobjects images,File:Springobjects317.png,https://stardewvalleywiki.com/mediawiki/images/a/a1/Springobjects317.png,image/png,48,48,609
dataset/images_48\-2018908184769527898.png,Category:Springobjects images,File:Springobjects319.png,https://stardewvalleywiki.com/mediawiki/images/c/cb/Springobjects319.png,image/png,48,48,469
dataset/images_48\2330549176210000820.png,Category:Springobjects images,File:Springobjects320.png,https://stardewvalleywiki.com/mediawiki/images/2/24/Springobjects320.png,image/png,48,48,582
dataset/images_48\8118424183122596986.png,Category:Springobjects images,File:Springobjects316.png,https://stardewvalleywiki.com/mediawiki/images/6/6c/Springobjects316.png,image/png,48,48,604
dataset/images_48\6110533149675611616.png,Category:Springobjects images,File:Springobjects327.png,https://stardewvalleywiki.com/mediawiki/images/1/1c/Springobjects327.png,image/png,48,48,627
dataset/images_48\-7656809520693512475.png,Category:Springobjects images,File:Springobjects321.png,https://stardewvalleywiki.com/mediawiki/images/1/12/Springobjects321.png,image/png,48,48,639
dataset/images_48\308042510079958615.png,Category:Springobjects images,File:Springobjects332.png,https://stardewvalleywiki.com/mediawiki/images/d/da/Springobjects332.png,image/png,48,48,295
dataset/images_48\7710009869189869888.png,Category:Springobjects images,File:Springobjects339.png,https://stardewvalleywiki.com/mediawiki/images/0/02/Springobjects339.png,image/png,48,48,298
dataset/images_48\3523581963689310847.png,Category:Springobjects images,File:Springobjects353.png,https://stardewvalleywiki.com/mediawiki/images/e/ed/Springobjects353.png,image/png,48,48,288
dataset/images_48\-7411712806292247130.png,Category:Springobjects images,File:Springobjects352.png,https://stardewvalleywiki.com/mediawiki/images/d/d3/Springobjects352.png,image/png,48,48,241
dataset/images_48\332260017275906045.png,Category:Springobjects images,File:Springobjects345.png,https://stardewvalleywiki.com/mediawiki/images/6/6a/Springobjects345.png,image/png,48,48,301
dataset/images_48\-5252345320792323893.png,Category:Springobjects images,File:Springobjects354.png,https://stardewvalleywiki.com/mediawiki/images/e/e1/Springobjects354.png,image/png,48,48,207
dataset/images_48\7135997324263710592.png,Category:Springobjects images,File:Springobjects357.png,https://stardewvalleywiki.com/mediawiki/images/5/57/Springobjects357.png,image/png,48,48,230
dataset/images_48\2909767540984184382.png,Category:Springobjects images,File:Springobjects355.png,https://stardewvalleywiki.com/mediawiki/images/3/34/Springobjects355.png,image/png,48,48,214
dataset/images_48\3154686722077521941.png,Category:Springobjects images,File:Springobjects356.png,https://stardewvalleywiki.com/mediawiki/images/d/d0/Springobjects356.png,image/png,48,48,224
dataset/images_48\-622181257740112553.png,Category:Springobjects images,File:Springobjects358.png,https://stardewvalleywiki.com/mediawiki/images/2/22/Springobjects358.png,image/png,48,48,234
dataset/images_48\4541297802739711555.png,Category:Springobjects images,File:Springobjects359.png,https://stardewvalleywiki.com/mediawiki/images/0/04/Springobjects359.png,image/png,48,48,247
dataset/images_48\-4108492435315157584.png,Category:Springobjects images,File:Springobjects360.png,https://stardewvalleywiki.com/mediawiki/images/9/9b/Springobjects360.png,image/png,48,48,213
dataset/images_48\-2977134116386030935.png,Category:Springobjects images,File:Springobjects361.png,https://stardewvalleywiki.com/mediawiki/images/6/62/Springobjects361.png,image/png,48,48,207
dataset/images_48\5979340526784443441.png,Category:Springobjects images,File:Springobjects363.png,https://stardewvalleywiki.com/mediawiki/images/5/50/Springobjects363.png,image/png,48,48,230
dataset/images_48\-382141967476071565.png,Category:Springobjects images,File:Springobjects366.png,https://stardewvalleywiki.com/mediawiki/images/a/aa/Springobjects366.png,image/png,48,48,220
dataset/images_48\5708698163886330483.png,Category:Springobjects images,File:Springobjects364.png,https://stardewvalleywiki.com/mediawiki/images/1/1e/Springobjects364.png,image/png,48,48,238
dataset/images_48\-4277462861335606269.png,Category:Springobjects images,File:Springobjects362.png,https://stardewvalleywiki.com/mediawiki/images/9/9e/Springobjects362.png,image/png,48,48,234
dataset/images_48\-6650663932936836721.png,Category:Springobjects images,File:Springobjects367.png,https://stardewvalleywiki.com/mediawiki/images/8/8a/Springobjects367.png,image/png,48,48,208
dataset/images_48\-5275912019896043929.png,Category:Springobjects images,File:Springobjects374.png,https://stardewvalleywiki.com/mediawiki/images/e/ec/Springobjects374.png,image/png,48,48,300
dataset/images_48\2109643268101070107.png,Category:Springobjects images,File:Springobjects365.png,https://stardewvalleywiki.com/mediawiki/images/2/2c/Springobjects365.png,image/png,48,48,228
dataset/images_48\8814399171972864282.png,Category:Springobjects images,File:Springobjects375.png,https://stardewvalleywiki.com/mediawiki/images/e/e9/Springobjects375.png,image/png,48,48,299
dataset/images_48\-4435963952672017427.png,Category:Springobjects images,File:Springobjects381.png,https://stardewvalleywiki.com/mediawiki/images/9/92/Springobjects381.png,image/png,48,48,262
dataset/images_48\-4708083161605740797.png,Category:Springobjects images,File:Springobjects377.png,https://stardewvalleywiki.com/mediawiki/images/a/a2/Springobjects377.png,image/png,48,48,251
dataset/images_48\7307119897346739882.png,Category:Springobjects images,File:Springobjects383.png,https://stardewvalleywiki.com/mediawiki/images/7/75/Springobjects383.png,image/png,48,48,249
dataset/images_48\-5375878685020648929.png,Category:Springobjects images,File:Springobjects385.png,https://stardewvalleywiki.com/mediawiki/images/c/ce/Springobjects385.png,image/png,48,48,287
dataset/images_48\-6490339994390105153.png,Category:Springobjects images,File:Springobjects379.png,https://stardewvalleywiki.com/mediawiki/images/0/0c/Springobjects379.png,image/png,48,48,245
dataset/images_48\-8346998410054203540.png,Category:Springobjects images,File:Springobjects389.png,https://stardewvalleywiki.com/mediawiki/images/1/14/Springobjects389.png,image/png,48,48,237
dataset/images_48\519455736403941095.png,Category:Springobjects images,File:Springobjects391.png,https://stardewvalleywiki.com/mediawiki/images/0/03/Springobjects391.png,image/png,48,48,252
dataset/images_48\8634762182280947286.png,Category:Springobjects images,File:Springobjects435.png,https://stardewvalleywiki.com/mediawiki/images/e/e6/Springobjects435.png,image/png,48,48,397
dataset/images_48\-8412582738726059240.png,Category:Springobjects images,File:Springobjects443.png,https://stardewvalleywiki.com/mediawiki/images/3/3d/Springobjects443.png,image/png,48,48,302
dataset/images_48\4963245629074015913.png,Category:Springobjects images,File:Springobjects448.png,https://stardewvalleywiki.com/mediawiki/images/c/c7/Springobjects448.png,image/png,48,48,292
dataset/images_48\-3737837962343539814.png,Category:Springobjects images,File:Springobjects452.png,https://stardewvalleywiki.com/mediawiki/images/6/63/Springobjects452.png,image/png,48,48,335
dataset/images_48\-1154852991312537050.png,Category:Springobjects images,File:Springobjects461.png,https://stardewvalleywiki.com/mediawiki/images/0/06/Springobjects461.png,image/png,48,48,374
dataset/images_48\-5891851518509140854.png,Category:Springobjects images,File:Springobjects467.png,https://stardewvalleywiki.com/mediawiki/images/0/0f/Springobjects467.png,image/png,48,48,298
dataset/images_48\4994670594237986403.png,Category:Springobjects images,File:Springobjects462.png,https://stardewvalleywiki.com/mediawiki/images/5/5c/Springobjects462.png,image/png,48,48,290
dataset/images_48\5085197083496870545.png,Category:Springobjects images,File:Springobjects451.png,https://stardewvalleywiki.com/mediawiki/images/8/85/Springobjects451.png,image/png,48,48,273
dataset/images_48\-5400793346721605190.png,Category:Springobjects images,File:Springobjects468.png,https://stardewvalleywiki.com/mediawiki/images/c/cf/Springobjects468.png,image/png,48,48,341
dataset/images_48\8373739454521949551.png,Category:Springobjects images,File:Springobjects471.png,https://stardewvalleywiki.com/mediawiki/images/6/60/Springobjects471.png,image/png,48,48,251
dataset/images_48\-2453169948348376113.png,Category:Springobjects images,File:Springobjects469.png,https://stardewvalleywiki.com/mediawiki/images/9/9a/Springobjects469.png,image/png,48,48,297
dataset/images_48\2879491436174700505.png,Category:Springobjects images,File:Springobjects470.png,https://stardewvalleywiki.com/mediawiki/images/0/07/Springobjects470.png,image/png,48,48,321
dataset/images_48\-4210384178858021847.png,Category:Springobjects images,File:Springobjects500.png,https://stardewvalleywiki.com/mediawiki/images/6/61/Springobjects500.png,image/png,48,48,363
dataset/images_48\-1834864607087461566.png,Category:Springobjects images,File:Springobjects502.png,https://stardewvalleywiki.com/mediawiki/images/6/68/Springobjects502.png,image/png,48,48,339
dataset/images_48\5066672796983687494.png,Category:Springobjects images,File:Springobjects501.png,https://stardewvalleywiki.com/mediawiki/images/2/25/Springobjects501.png,image/png,48,48,363
dataset/images_48\5492433035230819432.png,Category:Springobjects images,File:Springobjects503.png,https://stardewvalleywiki.com/mediawiki/images/a/a1/Springobjects503.png,image/png,48,48,344
dataset/images_48\-5337627825999235217.png,Category:Springobjects images,File:Springobjects592.png,https://stardewvalleywiki.com/mediawiki/images/e/e5/Springobjects592.png,image/png,48,48,245
dataset/images_48\5125083014670666425.png,Category:Springobjects images,File:Springobjects590.png,https://stardewvalleywiki.com/mediawiki/images/8/82/Springobjects590.png,image/png,48,48,368
dataset/images_48\-2609950297337320754.png,Category:Springobjects images,File:Springobjects594.png,https://stardewvalleywiki.com/mediawiki/images/9/9e/Springobjects594.png,image/png,48,48,253
dataset/images_48\1968305321770749845.png,Category:Springobjects images,File:Springobjects596.png,https://stardewvalleywiki.com/mediawiki/images/2/29/Springobjects596.png,image/png,48,48,264
dataset/images_48\-4486234153684576702.png,Category:Springobjects images,File:Springobjects600.png,https://stardewvalleywiki.com/mediawiki/images/f/fc/Springobjects600.png,image/png,48,48,504
dataset/images_48\-4971359034836307089.png,Category:Springobjects images,File:Springobjects598.png,https://stardewvalleywiki.com/mediawiki/images/8/8a/Springobjects598.png,image/png,48,48,242
dataset/images_48\-5925905648158600059.png,Category:Springobjects images,File:Springobjects601.png,https://stardewvalleywiki.com/mediawiki/images/4/44/Springobjects601.png,image/png,48,48,548
dataset/images_48\7340435151988211871.png,Category:Springobjects images,File:Springobjects449.png,https://stardewvalleywiki.com/mediawiki/images/0/07/Springobjects449.png,image/png,48,48,252
dataset/images_48\-8255045631610303393.png,Category:Springobjects images,File:Springobjects602.png,https://stardewvalleywiki.com/mediawiki/images/5/5a/Springobjects602.png,image/png,48,48,526
dataset/images_48\2542189994853155400.png,Category:Springobjects images,File:Springobjects603.png,https://stardewvalleywiki.com/mediawiki/images/4/4e/Springobjects603.png,image/png,48,48,596
dataset/images_48\7242388139854085385.png,Category:Springobjects images,File:Springobjects615.png,https://stardewvalleywiki.com/mediawiki/images/1/14/Springobjects615.png,image/png,48,48,331
dataset/images_48\-485873518933760110.png,Category:Springobjects images,File:Springobjects617.png,https://stardewvalleywiki.com/mediawiki/images/5/5b/Springobjects617.png,image/png,48,48,305
dataset/images_48\-2818091545677905033.png,Category:Springobjects images,File:Springobjects619.png,https://stardewvalleywiki.com/mediawiki/images/e/e4/Springobjects619.png,image/png,48,48,298
dataset/images_48\-2741036800298275141.png,Category:Springobjects images,File:Springobjects616.png,https://stardewvalleywiki.com/mediawiki/images/5/52/Springobjects616.png,image/png,48,48,294
dataset/images_48\4825061859868579044.png,Category:Springobjects images,File:Springobjects622.png,https://stardewvalleywiki.com/mediawiki/images/c/c8/Springobjects622.png,image/png,48,48,376
dataset/images_48\5026928007581518748.png,Category:Springobjects images,File:Springobjects623.png,https://stardewvalleywiki.com/mediawiki/images/f/fa/Springobjects623.png,image/png,48,48,392
dataset/images_48\-6093793764256634497.png,Category:Springobjects images,File:Springobjects624.png,https://stardewvalleywiki.com/mediawiki/images/3/36/Springobjects624.png,image/png,48,48,568
dataset/images_48\4317832105327731399.png,Category:Springobjects images,File:Springobjects620.png,https://stardewvalleywiki.com/mediawiki/images/2/2d/Springobjects620.png,image/png,48,48,301
dataset/images_48\-2036448525345951589.png,Category:Springobjects images,File:Springobjects626.png,https://stardewvalleywiki.com/mediawiki/images/5/5c/Springobjects626.png,image/png,48,48,580
dataset/images_48\-2010653928755602861.png,Category:Springobjects images,File:Springobjects627.png,https://stardewvalleywiki.com/mediawiki/images/5/5f/Springobjects627.png,image/png,48,48,641
dataset/images_48\-3390433097355947119.png,Category:Springobjects images,File:Springobjects625.png,https://stardewvalleywiki.com/mediawiki/images/6/67/Springobjects625.png,image/png,48,48,623
dataset/images_48\-751848324015338785.png,Category:Springobjects images,File:Springobjects639.png,https://stardewvalleywiki.com/mediawiki/images/7/72/Springobjects639.png,image/png,48,48,280
dataset/images_48\2111723345876238923.png,Category:Springobjects images,File:Springobjects640.png,https://stardewvalleywiki.com/mediawiki/images/c/ca/Springobjects640.png,image/png,48,48,296
dataset/images_48\6844174090543487769.png,Category:Springobjects images,File:Springobjects641.png,https://stardewvalleywiki.com/mediawiki/images/e/e4/Springobjects641.png,image/png,48,48,261
dataset/images_48\8835771503697660675.png,Category:Springobjects images,File:Springobjects642.png,https://stardewvalleywiki.com/mediawiki/images/4/42/Springobjects642.png,image/png,48,48,265
dataset/images_48\-9163174918839818914.png,Category:Springobjects images,File:Springobjects643.png,https://stardewvalleywiki.com/mediawiki/images/a/a5/Springobjects643.png,image/png,48,48,299
dataset/images_48\7022697353716675268.png,Category:Springobjects images,File:Springobjects644.png,https://stardewvalleywiki.com/mediawiki/images/2/22/Springobjects644.png,image/png,48,48,270
dataset/images_48\-1255002326588321557.png,Category:Springobjects images,File:Springobjects646.png,https://stardewvalleywiki.com/mediawiki/images/5/59/Springobjects646.png,image/png,48,48,560
dataset/images_48\8830081083240006531.png,Category:Springobjects images,File:Springobjects647.png,https://stardewvalleywiki.com/mediawiki/images/f/fc/Springobjects647.png,image/png,48,48,597
dataset/images_48\-1960500258444708938.png,Category:Springobjects images,File:Springobjects650.png,https://stardewvalleywiki.com/mediawiki/images/9/98/Springobjects650.png,image/png,48,48,297
dataset/images_48\2437126887290411294.png,Category:Springobjects images,File:Springobjects654.png,https://stardewvalleywiki.com/mediawiki/images/2/2f/Springobjects654.png,image/png,48,48,306
dataset/images_48\6756093536355644456.png,Category:Springobjects images,File:Springobjects656.png,https://stardewvalleywiki.com/mediawiki/images/7/75/Springobjects656.png,image/png,48,48,329
dataset/images_48\-3518319933134891917.png,Category:Springobjects images,File:Springobjects655.png,https://stardewvalleywiki.com/mediawiki/images/7/70/Springobjects655.png,image/png,48,48,353
dataset/images_48\-7735799148955263463.png,Category:Springobjects images,File:Springobjects653.png,https://stardewvalleywiki.com/mediawiki/images/f/f5/Springobjects653.png,image/png,48,48,317
dataset/images_48\6413815736940250409.png,Category:Springobjects images,File:Springobjects652.png,https://stardewvalleywiki.com/mediawiki/images/b/bd/Springobjects652.png,image/png,48,48,282
dataset/images_48\-7298534342613279934.png,Category:Springobjects images,File:Springobjects657.png,https://stardewvalleywiki.com/mediawiki/images/d/d5/Springobjects657.png,image/png,48,48,308
dataset/images_48\3446570344971076666.png,Category:Springobjects images,File:Springobjects659.png,https://stardewvalleywiki.com/mediawiki/images/9/99/Springobjects659.png,image/png,48,48,325
dataset/images_48\-3215646256692160497.png,Category:Springobjects images,File:Springobjects658.png,https://stardewvalleywiki.com/mediawiki/images/0/0c/Springobjects658.png,image/png,48,48,311
dataset/images_48\8907586775026152284.png,Category:Springobjects images,File:Springobjects661.png,https://stardewvalleywiki.com/mediawiki/images/9/91/Springobjects661.png,image/png,48,48,346
dataset/images_48\-494218983062825711.png,Category:Springobjects images,File:Springobjects660.png,https://stardewvalleywiki.com/mediawiki/images/f/f2/Springobjects660.png,image/png,48,48,281
dataset/images_48\3837736240659257961.png,Category:Springobjects images,File:Springobjects662.png,https://stardewvalleywiki.com/mediawiki/images/3/3b/Springobjects662.png,image/png,48,48,345
dataset/images_48\-4839131164650126599.png,Category:Springobjects images,File:Springobjects664.png,https://stardewvalleywiki.com/mediawiki/images/0/02/Springobjects664.png,image/png,48,48,366
dataset/images_48\-877981570264784569.png,Category:Springobjects images,File:Springobjects663.png,https://stardewvalleywiki.com/mediawiki/images/8/8b/Springobjects663.png,image/png,48,48,359
dataset/images_48\-8715657907758967262.png,Category:Springobjects images,File:Springobjects665.png,https://stardewvalleywiki.com/mediawiki/images/b/bc/Springobjects665.png,image/png,48,48,326
